active_power_kw,bus_id,generator_id,in_service,maximum_active_power_kw,maximum_reactive_power_kvar,minimum_active_power_kw,minimum_reactive_power_kvar,reactive_power_kvar,regulated_voltage_pu,source_record
0.0,494,1,True,5800.0,2700.0,1740.0,-710.0,0.0,1.0275167,"494,'1',0.0,0.0,2.7,-0.71,1.0275167,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,5.8,1.74,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,248,1,False,133200.0,67800.0,39960.0,-14790.0,0.0,1.0393659,"248,'1',0.0,0.0,67.8,-14.79,1.0393659,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.0,133.2,39.96,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,434,1,True,965.0,1650.0,0.0,-210.0,0.0,1.039044,"434,'1',0.0,0.0,1.65,-0.21,1.039044,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.965,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,9,1,True,771800.0,359660.0,231540.0,-94160.0,0.0,1.04,"9,'1',0.0,0.0,359.66,-94.16,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,771.8,231.54,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,256,1,True,2900.0,1350.0,870.0,-350.0,0.0,1.0149529,"256,'1',0.0,0.0,1.35,-0.35,1.0149529,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,2.9,0.87,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,350,1,True,3366.0,5760.0,0.0,-740.0,0.0,1.0350894,"350,'1',0.0,0.0,5.76,-0.74,1.0350894,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,3.366,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,444,1,True,3300.0,1680.0,990.0,-370.0,0.0,1.0302908,"444,'1',0.0,0.0,1.68,-0.37,1.0302908,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,3.3,0.99,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,257,1,True,5400.0,2520.0,1620.0,-660.0,0.0,1.0144067,"257,'1',0.0,0.0,2.52,-0.66,1.0144067,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,5.4,1.62,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,351,1,True,1391.0,2380.0,0.0,-300.0,0.0,1.0328976,"351,'1',0.0,0.0,2.38,-0.3,1.0328976,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.391,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,361,1,True,1600.0,810.0,480.0,-180.0,0.0,1.0252488,"361,'1',0.0,0.0,0.81,-0.18,1.0252488,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.6,0.48,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,224,1,True,114710.0,196300.0,0.0,-25050.0,0.0,1.04,"224,'1',0.0,0.0,196.3,-25.05,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,114.71,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,231,1,True,2900.0,1350.0,870.0,-350.0,0.0,1.0152443,"231,'1',0.0,0.0,1.35,-0.35,1.0152443,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,2.9,0.87,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,362,1,True,11000.0,5600.0,3300.0,-1220.0,0.0,1.0290481,"362,'1',0.0,0.0,5.6,-1.22,1.0290481,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,11.0,3.3,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,225,1,True,115518.0,197680.0,0.0,-25230.0,0.0,1.04,"225,'1',0.0,0.0,197.68,-25.23,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,115.518,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,63,1,True,3200.0,1630.0,960.0,-360.0,0.0,1.0140593,"63,'1',0.0,0.0,1.63,-0.36,1.0140593,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,3.2,0.96,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,301,1,True,2900.0,1350.0,870.0,-350.0,0.0,1.0095076,"301,'1',0.0,0.0,1.35,-0.35,1.0095076,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,2.9,0.87,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,73,1,True,314.0,540.0,0.0,-70.0,0.0,1.0154845,"73,'1',0.0,0.0,0.54,-0.07,1.0154845,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.314,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,414,1,True,111100.0,56550.0,33330.0,-12330.0,0.0,1.04,"414,'1',0.0,0.0,56.55,-12.33,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,111.1,33.33,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,482,1,True,10098.0,17280.0,0.0,-2210.0,0.0,1.0399861,"482,'1',0.0,0.0,17.28,-2.21,1.0399861,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,10.098,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,305,1,True,224.0,380.0,0.0,-50.0,0.0,1.0100816,"305,'1',0.0,0.0,0.38,-0.05,1.0100816,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.224,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,390,1,False,173333.0,88230.0,52000.0,-19240.0,0.0,1.0362073,"390,'1',0.0,0.0,88.23,-19.24,1.0362073,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.0,173.333,52.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,144,1,True,602550.0,221740.0,180760.0,-49410.0,0.0,1.04,"144,'1',0.0,0.0,221.74,-49.41,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,602.55,180.76,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,435,1,True,44206.0,75650.0,0.0,-9650.0,0.0,1.04,"435,'1',0.0,0.0,75.65,-9.65,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,44.206,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,127,1,True,36352.0,62210.0,0.0,-7940.0,0.0,1.04,"127,'1',0.0,0.0,62.21,-7.94,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,36.352,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,50,1,True,2600.0,1210.0,780.0,-320.0,0.0,1.0102104,"50,'1',0.0,0.0,1.21,-0.32,1.0102104,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,2.6,0.78,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,391,1,False,173333.0,88230.0,52000.0,-19240.0,0.0,1.0362073,"391,'1',0.0,0.0,88.23,-19.24,1.0362073,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.0,173.333,52.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,197,1,True,293600.0,136820.0,88080.0,-35820.0,0.0,1.04,"197,'1',0.0,0.0,136.82,-35.82,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,293.6,88.08,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,394,1,True,116400.0,59250.0,34920.0,-12920.0,0.0,1.04,"394,'1',0.0,0.0,59.25,-12.92,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,116.4,34.92,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,411,1,True,136950.0,69710.0,41080.0,-15200.0,0.0,1.04,"411,'1',0.0,0.0,69.71,-15.2,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,136.95,41.08,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,352,1,True,3231.0,5530.0,0.0,-710.0,0.0,1.0349655,"352,'1',0.0,0.0,5.53,-0.71,1.0349655,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,3.231,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,456,1,False,445667.0,226840.0,133700.0,-49470.0,0.0,1.0252873,"456,'1',0.0,0.0,226.84,-49.47,1.0252873,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.0,445.667,133.7,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,198,1,True,207300.0,96600.0,62190.0,-25290.0,0.0,1.04,"198,'1',0.0,0.0,96.6,-25.29,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,207.3,62.19,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,395,1,True,116400.0,59250.0,34920.0,-12920.0,0.0,1.04,"395,'1',0.0,0.0,59.25,-12.92,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,116.4,34.92,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,412,1,True,136950.0,69710.0,41080.0,-15200.0,0.0,1.04,"412,'1',0.0,0.0,69.71,-15.2,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,136.95,41.08,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,353,1,True,16605.0,28420.0,0.0,-3630.0,0.0,1.04,"353,'1',0.0,0.0,28.42,-3.63,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,16.605,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,438,1,True,44206.0,75650.0,0.0,-9650.0,0.0,1.04,"438,'1',0.0,0.0,75.65,-9.65,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,44.206,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,455,1,False,222833.0,113420.0,66850.0,-24730.0,0.0,1.0252873,"455,'1',0.0,0.0,113.42,-24.73,1.0252873,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.0,222.833,66.85,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,483,1,True,5385.0,9220.0,0.0,-1180.0,0.0,1.04,"483,'1',0.0,0.0,9.22,-1.18,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,5.385,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,431,1,True,740.0,1270.0,0.0,-160.0,0.0,1.0391299,"431,'1',0.0,0.0,1.27,-0.16,1.0391299,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.74,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,432,1,True,269.0,460.0,0.0,-60.0,0.0,1.0388229,"432,'1',0.0,0.0,0.46,-0.06,1.0388229,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.269,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,439,1,True,44206.0,75650.0,0.0,-9650.0,0.0,1.04,"439,'1',0.0,0.0,75.65,-9.65,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,44.206,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,167,1,True,43420.0,74300.0,0.0,-9480.0,0.0,1.04,"167,'1',0.0,0.0,74.3,-9.48,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,43.42,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,442,1,True,108000.0,54970.0,32400.0,-11990.0,0.0,1.04,"442,'1',0.0,0.0,54.97,-11.99,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,108.0,32.4,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,433,1,True,1503.0,2570.0,0.0,-330.0,0.0,1.04,"433,'1',0.0,0.0,2.57,-0.33,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.503,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,264,1,True,39200.0,19950.0,11760.0,-4350.0,0.0,1.0372293,"264,'1',0.0,0.0,19.95,-4.35,1.0372293,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,39.2,11.76,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,125,1,True,36352.0,62210.0,0.0,-7940.0,0.0,1.04,"125,'1',0.0,0.0,62.21,-7.94,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,36.352,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,255,1,True,3300.0,1540.0,990.0,-400.0,0.0,1.0139612,"255,'1',0.0,0.0,1.54,-0.4,1.0139612,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,3.3,0.99,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,443,1,False,175000.0,89070.0,52500.0,-19430.0,0.0,1.0288209,"443,'1',0.0,0.0,89.07,-19.43,1.0288209,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.0,175.0,52.5,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,265,1,True,10600.0,5400.0,3180.0,-1180.0,0.0,1.0293689,"265,'1',0.0,0.0,5.4,-1.18,1.0293689,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,10.6,3.18,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,17,1,True,888900.0,327120.0,266670.0,-72890.0,0.0,1.04,"17,'1',0.0,0.0,327.12,-72.89,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,888.9,266.67,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,249,1,False,133200.0,67800.0,39960.0,-14790.0,0.0,1.0393659,"249,'1',0.0,0.0,67.8,-14.79,1.0393659,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.0,133.2,39.96,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,275,1,True,101200.0,51510.0,30360.0,-11230.0,0.0,1.04,"275,'1',0.0,0.0,51.51,-11.23,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,101.2,30.36,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,18,1,True,157600.0,58000.0,47280.0,-12920.0,0.0,1.04,"18,'1',0.0,0.0,58.0,-12.92,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,157.6,47.28,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,480,1,True,12566.0,21500.0,0.0,-2740.0,0.0,1.04,"480,'1',0.0,0.0,21.5,-2.74,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,12.566,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,250,1,False,532800.0,271200.0,159840.0,-59140.0,0.0,1.0393659,"250,'1',0.0,0.0,271.2,-59.14,1.0393659,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.0,532.8,159.84,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,497,1,True,13464.0,23040.0,0.0,-2940.0,0.0,1.04,"497,'1',0.0,0.0,23.04,-2.94,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,13.464,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,72,1,True,449.0,770.0,0.0,-100.0,0.0,1.0151049,"72,'1',0.0,0.0,0.77,-0.1,1.0151049,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.449,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,258,1,True,1100.0,510.0,330.0,-130.0,0.0,1.0136707,"258,'1',0.0,0.0,0.51,-0.13,1.0136707,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.1,0.33,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,302,1,True,2900.0,1350.0,870.0,-350.0,0.0,1.0095038,"302,'1',0.0,0.0,1.35,-0.35,1.0095038,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,2.9,0.87,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,481,1,True,10098.0,17280.0,0.0,-2210.0,0.0,1.04,"481,'1',0.0,0.0,17.28,-2.21,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,10.098,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,319,1,True,9492.0,16239.999999999998,0.0,-2070.0,0.0,1.04,"319,'1',0.0,0.0,16.24,-2.07,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,9.492,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,388,1,True,10000.0,5090.0,3000.0,-1110.0,0.0,1.038297,"388,'1',0.0,0.0,5.09,-1.11,1.038297,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,10.0,3.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,498,1,True,4038.9999999999995,6910.0,0.0,-880.0,0.0,1.0349866,"498,'1',0.0,0.0,6.91,-0.88,1.0349866,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,4.039,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,71,1,True,898.0,1540.0,0.0,-200.0,0.0,1.0146815,"71,'1',0.0,0.0,1.54,-0.2,1.0146815,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.898,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,168,1,True,43420.0,74300.0,0.0,-9480.0,0.0,1.04,"168,'1',0.0,0.0,74.3,-9.48,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,43.42,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,363,1,True,3200.0,1630.0,960.0,-360.0,0.0,1.0243856,"363,'1',0.0,0.0,1.63,-0.36,1.0243856,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,3.2,0.96,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,389,1,False,173333.0,88230.0,52000.0,-19240.0,0.0,1.0362073,"389,'1',0.0,0.0,88.23,-19.24,1.0362073,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1.0,173.333,52.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,82,1,True,81208.0,138970.0,0.0,-17730.0,0.0,1.04,"82,'1',0.0,0.0,138.97,-17.73,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,81.208,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,169,1,True,86840.0,148610.0,0.0,-18960.0,0.0,1.04,"169,'1',0.0,0.0,148.61,-18.96,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,86.84,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,126,1,True,36352.0,62210.0,0.0,-7940.0,0.0,1.04,"126,'1',0.0,0.0,62.21,-7.94,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,36.352,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,49,1,True,1300.0,610.0,390.0,-160.0,0.0,1.0099233,"49,'1',0.0,0.0,0.61,-0.16,1.0099233,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.3,0.39,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,392,1,True,116400.0,59250.0,34920.0,-12920.0,0.0,1.04,"392,'1',0.0,0.0,59.25,-12.92,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,116.4,34.92,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,409,1,True,100000.0,50900.0,30000.0,-11100.0,0.0,1.04,"409,'1',0.0,0.0,50.9,-11.1,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,100.0,30.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,306,1,True,539.0,920.0,0.0,-120.0,0.0,1.0103229,"306,'1',0.0,0.0,0.92,-0.12,1.0103229,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.539,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,393,1,True,116400.0,59250.0,34920.0,-12920.0,0.0,1.04,"393,'1',0.0,0.0,59.25,-12.92,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,116.4,34.92,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,128,1,True,36352.0,62210.0,0.0,-7940.0,0.0,1.04,"128,'1',0.0,0.0,62.21,-7.94,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,36.352,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,222,1,True,1167.0,2000.0,0.0,-250.0,0.0,1.0390995,"222,'1',0.0,0.0,2.0,-0.25,1.0390995,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,1.167,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,410,1,True,136950.0,69710.0,41080.0,-15200.0,0.0,1.04,"410,'1',0.0,0.0,69.71,-15.2,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,136.95,41.08,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,145,1,True,602550.0,221740.0,180760.0,-49410.0,0.0,1.04,"145,'1',0.0,0.0,221.74,-49.41,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,602.55,180.76,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
0.0,436,1,True,44206.0,75650.0,0.0,-9650.0,0.0,1.04,"436,'1',0.0,0.0,75.65,-9.65,1.04,0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,44.206,0.0,1,1.0,0,1.0,0,1.0,0,1.0,0,1.0"
