active_power_kw,area,bus_id,in_service,load_id,reactive_power_kvar,source_record,zone
7100.0,1,201,True,1,1893.0,"201,'1',1,1,1,7.1,1.893,0.0,0.0,0.0,0.0,1,1,0",1
7983.0,1,192,True,1,2129.0,"192,'1',1,1,1,7.983,2.129,0.0,0.0,0.0,0.0,1,1,0",1
79854.0,1,30,True,1,21295.0,"30,'1',1,1,1,79.854,21.295,0.0,0.0,0.0,0.0,1,1,0",1
132.0,1,140,True,1,35.0,"140,'1',1,1,1,0.132,0.035,0.0,0.0,0.0,0.0,1,1,0",1
48985.0,1,209,True,1,13063.0,"209,'1',1,1,1,48.985,13.063,0.0,0.0,0.0,0.0,1,1,0",1
39283.0,1,422,True,1,10475.0,"422,'1',1,1,1,39.283,10.475,0.0,0.0,0.0,0.0,1,1,0",1
63107.0,1,157,True,1,16828.0,"157,'1',1,1,1,63.107,16.828,0.0,0.0,0.0,0.0,1,1,0",1
11377.0,1,500,True,1,3034.0,"500,'1',1,1,1,11.377,3.034,0.0,0.0,0.0,0.0,1,1,0",1
21753.0,1,98,True,1,5801.0,"98,'1',1,1,1,21.753,5.801,0.0,0.0,0.0,0.0,1,1,0",1
3303.0,1,270,True,1,881.0,"270,'1',1,1,1,3.303,0.881,0.0,0.0,0.0,0.0,1,1,0",1
10958.0,1,261,True,1,2922.0,"261,'1',1,1,1,10.958,2.922,0.0,0.0,0.0,0.0,1,1,0",1
17809.0,1,211,True,1,4749.0,"211,'1',1,1,1,17.809,4.749,0.0,0.0,0.0,0.0,1,1,0",1
730.0,1,150,True,1,195.0,"150,'1',1,1,1,0.73,0.195,0.0,0.0,0.0,0.0,1,1,0",1
162.0,1,219,True,1,43.0,"219,'1',1,1,1,0.162,0.043,0.0,0.0,0.0,0.0,1,1,0",1
22516.0,1,466,True,1,6004.0,"466,'1',1,1,1,22.516,6.004,0.0,0.0,0.0,0.0,1,1,0",1
30129.0,1,41,True,1,8034.000000000001,"41,'1',1,1,1,30.129,8.034,0.0,0.0,0.0,0.0,1,1,0",1
4843.0,1,416,True,1,1291.0,"416,'1',1,1,1,4.843,1.291,0.0,0.0,0.0,0.0,1,1,0",1
5747.0,1,245,True,1,1533.0,"245,'1',1,1,1,5.747,1.533,0.0,0.0,0.0,0.0,1,1,0",1
2219.0,1,67,True,1,592.0,"67,'1',1,1,1,2.219,0.592,0.0,0.0,0.0,0.0,1,1,0",1
1749.0,1,6,True,1,466.0,"6,'1',1,1,1,1.749,0.466,0.0,0.0,0.0,0.0,1,1,0",1
40542.0,1,459,True,1,10811.0,"459,'1',1,1,1,40.542,10.811,0.0,0.0,0.0,0.0,1,1,0",1
583.0,1,450,True,1,155.0,"450,'1',1,1,1,0.583,0.155,0.0,0.0,0.0,0.0,1,1,0",1
31722.0,1,229,True,1,8459.0,"229,'1',1,1,1,31.722,8.459,0.0,0.0,0.0,0.0,1,1,0",1
47811.0,1,476,True,1,12750.0,"476,'1',1,1,1,47.811,12.75,0.0,0.0,0.0,0.0,1,1,0",1
172.0,1,51,True,1,46.0,"51,'1',1,1,1,0.172,0.046,0.0,0.0,0.0,0.0,1,1,0",1
12603.0,1,161,True,1,3361.0,"161,'1',1,1,1,12.603,3.361,0.0,0.0,0.0,0.0,1,1,0",1
2203.0,1,493,True,1,588.0,"493,'1',1,1,1,2.203,0.588,0.0,0.0,0.0,0.0,1,1,0",1
3709.0,1,178,True,1,989.0,"178,'1',1,1,1,3.709,0.989,0.0,0.0,0.0,0.0,1,1,0",1
4165.0,1,94,True,1,1111.0,"94,'1',1,1,1,4.165,1.111,0.0,0.0,0.0,0.0,1,1,0",1
76918.0,1,469,True,1,20511.0,"469,'1',1,1,1,76.918,20.511,0.0,0.0,0.0,0.0,1,1,0",1
13687.0,1,460,True,1,3650.0,"460,'1',1,1,1,13.687,3.65,0.0,0.0,0.0,0.0,1,1,0",1
68794.0,1,282,True,1,18345.0,"282,'1',1,1,1,68.794,18.345,0.0,0.0,0.0,0.0,1,1,0",1
20331.0,1,239,True,1,5422.0,"239,'1',1,1,1,20.331,5.422,0.0,0.0,0.0,0.0,1,1,0",1
54744.0,1,486,True,1,14598.0,"486,'1',1,1,1,54.744,14.598,0.0,0.0,0.0,0.0,1,1,0",1
16277.000000000002,1,477,True,1,4341.0,"477,'1',1,1,1,16.277,4.341,0.0,0.0,0.0,0.0,1,1,0",1
7074.0,1,299,True,1,1886.0,"299,'1',1,1,1,7.074,1.886,0.0,0.0,0.0,0.0,1,1,0",1
61915.0,1,325,True,1,16511.0,"325,'1',1,1,1,61.915,16.511,0.0,0.0,0.0,0.0,1,1,0",1
8826.0,1,188,True,1,2353.0,"188,'1',1,1,1,8.826,2.353,0.0,0.0,0.0,0.0,1,1,0",1
2860.0,1,88,True,1,763.0,"88,'1',1,1,1,2.86,0.763,0.0,0.0,0.0,0.0,1,1,0",1
24959.0,1,470,True,1,6656.0,"470,'1',1,1,1,24.959,6.656,0.0,0.0,0.0,0.0,1,1,0",1
6084.0,1,292,True,1,1622.0,"292,'1',1,1,1,6.084,1.622,0.0,0.0,0.0,0.0,1,1,0",1
39011.0,1,105,True,1,10403.0,"105,'1',1,1,1,39.011,10.403,0.0,0.0,0.0,0.0,1,1,0",1
6842.0,1,487,True,1,1825.0,"487,'1',1,1,1,6.842,1.825,0.0,0.0,0.0,0.0,1,1,0",1
4385.0,1,309,True,1,1169.0,"309,'1',1,1,1,4.385,1.169,0.0,0.0,0.0,0.0,1,1,0",1
433.0,1,335,True,1,116.0,"335,'1',1,1,1,0.433,0.116,0.0,0.0,0.0,0.0,1,1,0",1
2206.0,1,20,True,1,588.0,"20,'1',1,1,1,2.206,0.588,0.0,0.0,0.0,0.0,1,1,0",1
1200.0,1,11,True,1,320.0,"11,'1',1,1,1,1.2,0.32,0.0,0.0,0.0,0.0,1,1,0",1
41023.0,1,215,True,1,10939.0,"215,'1',1,1,1,41.023,10.939,0.0,0.0,0.0,0.0,1,1,0",1
32695.999999999996,1,28,True,1,8719.0,"28,'1',1,1,1,32.696,8.719,0.0,0.0,0.0,0.0,1,1,0",1
2458.0,1,115,True,1,655.0,"115,'1',1,1,1,2.458,0.655,0.0,0.0,0.0,0.0,1,1,0",1
27805.0,1,54,True,1,7415.0,"54,'1',1,1,1,27.805,7.415,0.0,0.0,0.0,0.0,1,1,0",1
1622.0,1,45,True,1,433.0,"45,'1',1,1,1,1.622,0.433,0.0,0.0,0.0,0.0,1,1,0",1
15259.0,1,329,True,1,4069.0,"329,'1',1,1,1,15.259,4.069,0.0,0.0,0.0,0.0,1,1,0",1
56887.0,1,268,True,1,15170.0,"268,'1',1,1,1,56.887,15.17,0.0,0.0,0.0,0.0,1,1,0",1
38008.0,1,346,True,1,10135.0,"346,'1',1,1,1,38.008,10.135,0.0,0.0,0.0,0.0,1,1,0",1
3088.0,1,337,True,1,824.0,"337,'1',1,1,1,3.088,0.824,0.0,0.0,0.0,0.0,1,1,0",1
22554.0,1,47,True,1,6014.0,"47,'1',1,1,1,22.554,6.014,0.0,0.0,0.0,0.0,1,1,0",1
70.0,1,38,True,1,19.0,"38,'1',1,1,1,0.07,0.019,0.0,0.0,0.0,0.0,1,1,0",1
1505.0,1,116,True,1,401.0,"116,'1',1,1,1,1.505,0.401,0.0,0.0,0.0,0.0,1,1,0",1
6040.0,1,313,True,1,1611.0,"313,'1',1,1,1,6.04,1.611,0.0,0.0,0.0,0.0,1,1,0",1
9833.0,1,398,True,1,2622.0,"398,'1',1,1,1,9.833,2.622,0.0,0.0,0.0,0.0,1,1,0",1
40889.0,1,339,True,1,10904.0,"339,'1',1,1,1,40.889,10.904,0.0,0.0,0.0,0.0,1,1,0",1
4608.0,1,278,True,1,1229.0,"278,'1',1,1,1,4.608,1.229,0.0,0.0,0.0,0.0,1,1,0",1
4742.0,1,32,True,1,1265.0,"32,'1',1,1,1,4.742,1.265,0.0,0.0,0.0,0.0,1,1,0",1
23033.0,1,373,True,1,6142.0,"373,'1',1,1,1,23.033,6.142,0.0,0.0,0.0,0.0,1,1,0",1
15814.0,1,364,True,1,4217.0,"364,'1',1,1,1,15.814,4.217,0.0,0.0,0.0,0.0,1,1,0",1
25010.0,1,134,True,1,6669.0,"134,'1',1,1,1,25.01,6.669,0.0,0.0,0.0,0.0,1,1,0",1
4234.0,1,75,True,1,1129.0,"75,'1',1,1,1,4.234,1.129,0.0,0.0,0.0,0.0,1,1,0",1
11181.0,1,400,True,1,2982.0,"400,'1',1,1,1,11.181,2.982,0.0,0.0,0.0,0.0,1,1,0",1
45123.0,1,366,True,1,12033.0,"366,'1',1,1,1,45.123,12.033,0.0,0.0,0.0,0.0,1,1,0",1
33353.0,1,357,True,1,8894.0,"357,'1',1,1,1,33.353,8.894,0.0,0.0,0.0,0.0,1,1,0",1
38137.0,1,92,True,1,10170.0,"92,'1',1,1,1,38.137,10.17,0.0,0.0,0.0,0.0,1,1,0",1
18940.0,1,120,True,1,5051.0,"120,'1',1,1,1,18.94,5.051,0.0,0.0,0.0,0.0,1,1,0",1
15559.0,1,383,True,1,4149.0,"383,'1',1,1,1,15.559,4.149,0.0,0.0,0.0,0.0,1,1,0",1
24722.0,1,109,True,1,6593.0,"109,'1',1,1,1,24.722,6.593,0.0,0.0,0.0,0.0,1,1,0",1
84341.0,1,59,True,1,22491.0,"59,'1',1,1,1,84.341,22.491,0.0,0.0,0.0,0.0,1,1,0",1
58585.0,1,488,True,1,15623.0,"488,'1',1,1,1,58.585,15.623,0.0,0.0,0.0,0.0,1,1,0",1
