benchmark,consensus_replicate,consensus_run_id,critical_energy_not_served_kwh,critical_load_served_fraction,full_system_feasibility,headline_selection,heldout_count,heldout_data_available,heldout_probability_sum,heldout_rule,heldout_trace_id,max_fraction_customers_unserved_per_hour,method,projection_scope,total_energy_not_served_kwh,total_hours_critical_infrastructure_unserved
arpae_go_network_01o_020,baseline_repeat_021,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_021,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-7fa2da653d7c1c71e03e,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_022,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_022,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-b48fb7fc587f080cb8be,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_023,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_023,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-3c0e7a08d19c3626e28e,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_024,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_024,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-eac61f26e8a6bf4e237d,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_025,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_025,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-4cd729367911a07032ed,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_026,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_026,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-7c946e6a2d281a729f02,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_027,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_027,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-95d94f5cd5ff25c6de14,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_028,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_028,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-74a5aba5d8d537cbe9a9,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_029,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_029,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-c999866b59050f43e4cb,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_030,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_030,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-14e785e3c9bc6e45b611,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_031,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_031,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-15e8e94841aa366dc67b,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_032,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_032,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-655596197f55da7cb206,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_033,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_033,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-9e8020a506fe7b116dbc,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_034,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_034,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-9eccdc7bc16aee6af155,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_035,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_035,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-d11255c8927159e93c9e,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_036,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_036,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-df38b73e6010867372cf,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_037,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_037,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-c626b99bd3041576edb5,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_038,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_038,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-9f0bc43c7690f268ce9b,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_039,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_039,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-220542c36f3c813feece,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_040,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_040,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-53b498b607538021361a,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_041,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_041,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-4107141f8ca89fdc288f,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_042,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_042,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-9221526d696ca63da149,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_043,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_043,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-f73ce78a01d82b44990d,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_044,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_044,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-4e7a20b5c78c76fc738a,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_045,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_045,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-52d72185526a18352576,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_046,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_046,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-bed8d3742c2bce1ac8aa,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_047,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_047,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-e0aa1bf5c10e67047e7d,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_048,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_048,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-4d9c4b072ff1aff6014d,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
arpae_go_network_01o_020,baseline_repeat_049,consensus::arpae_go_network_01o_020::CMPO-local polynomial search::baseline_repeat_049,0.0,1.0,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-7984faa3a0339510a620,0.01698133837377796,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",81072.0,0
ieee123_opendss,baseline_repeat_000,consensus::ieee123_opendss::CMPO-local polynomial search::baseline_repeat_000,135.0,0.927027027027027,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-ecfb952320e41bf51322,0.4512893982808023,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",773.0,30
ieee123_opendss,baseline_repeat_001,consensus::ieee123_opendss::CMPO-local polynomial search::baseline_repeat_001,135.0,0.927027027027027,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-e5d012bc7700ef1b5a7a,0.4512893982808023,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",773.0,30
ieee123_opendss,baseline_repeat_002,consensus::ieee123_opendss::CMPO-local polynomial search::baseline_repeat_002,135.0,0.927027027027027,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-a58a0c4715c742d5d48c,0.4512893982808023,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",773.0,30
ieee123_opendss,baseline_repeat_003,consensus::ieee123_opendss::CMPO-local polynomial search::baseline_repeat_003,135.0,0.927027027027027,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-4c87fefb25670c721e35,0.4512893982808023,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",773.0,30
ieee123_opendss,baseline_repeat_004,consensus::ieee123_opendss::CMPO-local polynomial search::baseline_repeat_004,135.0,0.927027027027027,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-20dd59bf3db7a899045e,0.4512893982808023,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",773.0,30
ieee123_opendss,baseline_repeat_005,consensus::ieee123_opendss::CMPO-local polynomial search::baseline_repeat_005,135.0,0.927027027027027,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-3e72812e52aa2e0925bb,0.4512893982808023,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",773.0,30
ieee123_opendss,baseline_repeat_006,consensus::ieee123_opendss::CMPO-local polynomial search::baseline_repeat_006,135.0,0.927027027027027,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-b19b122765a93f2952c6,0.4512893982808023,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",773.0,30
ieee123_opendss,baseline_repeat_007,consensus::ieee123_opendss::CMPO-local polynomial search::baseline_repeat_007,135.0,0.927027027027027,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-a0889801fd9ae6e7c362,0.4512893982808023,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",773.0,30
ieee123_opendss,baseline_repeat_008,consensus::ieee123_opendss::CMPO-local polynomial search::baseline_repeat_008,135.0,0.927027027027027,True,False,10,True,1.0,"deterministic unused public N-1 records, equal weighted, projected over the complete public topology using the normal recourse block and the reconstructed consensus upgrade plan",heldout-154c618362f974d7c801,0.4512893982808023,CMPO-local polynomial search,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",773.0,30
