anchor_node,asset_key,benchmark,bess_reserve_target,bess_soc_target,budget,budget_id,cost_source_url,deduplication_rule,installed_capacity_kw,installed_cost,installed_energy_kwh,installed_fraction,installed_power_kw,method,public_cost_documented,selection_projected,selection_value,source_patch_ids,source_payload_ids,source_row,source_sha256,system_trace_id,technology,unit_cost_per_kw,unit_cost_per_kwh
69,ieee123_opendss::69::dispatchable_generation,ieee123_opendss,0.9992580420502656,0.9992580420502656,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,100.0,111040.00000000001,0.0,1.0,100.0,IPOPT/Pyomo nonlinear,True,True,1.0,['ieee123_opendss__patch_08__69-70-71'],['ieee123_opendss__ieee123_opendss__patch_08__69-70-71.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-f03a3a88304cd1d3e9fc,dispatchable_generation,1110.4,
6,ieee123_opendss::6::dispatchable_generation,ieee123_opendss,0.9992580420502656,0.9992580420502656,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,60.0,66624.0,0.0,1.0,60.0,IPOPT/Pyomo nonlinear,True,True,1.0,['ieee123_opendss__patch_06__3-5-6'],['ieee123_opendss__ieee123_opendss__patch_06__3-5-6.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-f03a3a88304cd1d3e9fc,dispatchable_generation,1110.4,
73,ieee123_opendss::73::dispatchable_generation,ieee123_opendss,0.9992580420502656,0.9992580420502656,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,120.0,133248.0,0.0,1.0,120.0,IPOPT/Pyomo nonlinear,True,True,1.0,['ieee123_opendss__patch_05__73-74-75'],['ieee123_opendss__ieee123_opendss__patch_05__73-74-75.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-f03a3a88304cd1d3e9fc,dispatchable_generation,1110.4,
76,ieee123_opendss::76::dispatchable_generation,ieee123_opendss,0.9992580420502656,0.9992580420502656,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,305.0,338672.0,0.0,1.0,305.0,IPOPT/Pyomo nonlinear,True,True,1.0,['ieee123_opendss__patch_01__76-77-86'],['ieee123_opendss__ieee123_opendss__patch_01__76-77-86.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-f03a3a88304cd1d3e9fc,dispatchable_generation,1110.4,
87,ieee123_opendss::87::dispatchable_generation,ieee123_opendss,0.9992580420502656,0.9992580420502656,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,100.0,111040.00000000001,0.0,1.0,100.0,IPOPT/Pyomo nonlinear,True,True,1.0,['ieee123_opendss__patch_12__86-87-88'],['ieee123_opendss__ieee123_opendss__patch_12__86-87-88.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-f03a3a88304cd1d3e9fc,dispatchable_generation,1110.4,
100,ieee123_opendss::100::dispatchable_generation,ieee123_opendss,1.0,1.0,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,120.0,133248.0,0.0,1.0,120.0,piecewise-linear MILP,True,True,1.0,['ieee123_opendss__patch_04__100-98-99'],['ieee123_opendss__ieee123_opendss__patch_04__100-98-99.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-8718c1b68e8abcf805f3,dispatchable_generation,1110.4,
113,ieee123_opendss::113::dispatchable_generation,ieee123_opendss,1.0,1.0,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,80.0,88832.0,0.0,1.0,80.0,piecewise-linear MILP,True,True,1.0,['ieee123_opendss__patch_09__112-113-114'],['ieee123_opendss__ieee123_opendss__patch_09__112-113-114.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-8718c1b68e8abcf805f3,dispatchable_generation,1110.4,
16,ieee123_opendss::16::dispatchable_generation,ieee123_opendss,1.0,1.0,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,80.0,88832.0,0.0,1.0,80.0,piecewise-linear MILP,True,True,1.0,['ieee123_opendss__patch_11__15-16-34'],['ieee123_opendss__ieee123_opendss__patch_11__15-16-34.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-8718c1b68e8abcf805f3,dispatchable_generation,1110.4,
28,ieee123_opendss::28::dispatchable_generation,ieee123_opendss,1.0,1.0,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,120.0,133248.0,0.0,1.0,120.0,piecewise-linear MILP,True,True,1.0,['ieee123_opendss__patch_10__28-29-30'],['ieee123_opendss__ieee123_opendss__patch_10__28-29-30.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-8718c1b68e8abcf805f3,dispatchable_generation,1110.4,
48,ieee123_opendss::48::dispatchable_generation,ieee123_opendss,1.0,1.0,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,455.0,505232.00000000006,0.0,1.0,455.0,piecewise-linear MILP,True,True,1.0,['ieee123_opendss__patch_02__47-48-49'],['ieee123_opendss__ieee123_opendss__patch_02__47-48-49.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-8718c1b68e8abcf805f3,dispatchable_generation,1110.4,
65,ieee123_opendss::65::dispatchable_generation,ieee123_opendss,1.0,1.0,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,290.0,322016.0,0.0,1.0,290.0,piecewise-linear MILP,True,True,1.0,"['ieee123_opendss__patch_03__64-65-66', 'ieee123_opendss__patch_07__63-64-65']","['ieee123_opendss__ieee123_opendss__patch_03__64-65-66.json', 'ieee123_opendss__ieee123_opendss__patch_07__63-64-65.json']",ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-8718c1b68e8abcf805f3,dispatchable_generation,1110.4,
69,ieee123_opendss::69::dispatchable_generation,ieee123_opendss,1.0,1.0,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,100.0,111040.00000000001,0.0,1.0,100.0,piecewise-linear MILP,True,True,1.0,['ieee123_opendss__patch_08__69-70-71'],['ieee123_opendss__ieee123_opendss__patch_08__69-70-71.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-8718c1b68e8abcf805f3,dispatchable_generation,1110.4,
6,ieee123_opendss::6::dispatchable_generation,ieee123_opendss,1.0,1.0,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,60.0,66624.0,0.0,1.0,60.0,piecewise-linear MILP,True,True,1.0,['ieee123_opendss__patch_06__3-5-6'],['ieee123_opendss__ieee123_opendss__patch_06__3-5-6.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-8718c1b68e8abcf805f3,dispatchable_generation,1110.4,
73,ieee123_opendss::73::dispatchable_generation,ieee123_opendss,1.0,1.0,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,120.0,133248.0,0.0,1.0,120.0,piecewise-linear MILP,True,True,1.0,['ieee123_opendss__patch_05__73-74-75'],['ieee123_opendss__ieee123_opendss__patch_05__73-74-75.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-8718c1b68e8abcf805f3,dispatchable_generation,1110.4,
76,ieee123_opendss::76::dispatchable_generation,ieee123_opendss,1.0,1.0,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,305.0,338672.0,0.0,1.0,305.0,piecewise-linear MILP,True,True,1.0,['ieee123_opendss__patch_01__76-77-86'],['ieee123_opendss__ieee123_opendss__patch_01__76-77-86.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-8718c1b68e8abcf805f3,dispatchable_generation,1110.4,
87,ieee123_opendss::87::dispatchable_generation,ieee123_opendss,1.0,1.0,2032032.0,minimum_feasible_islanding,https://oedi-data-lake.s3.amazonaws.com/ATB/electricity/csv/2024/v3.0.0/ATBe.csv,one physical asset per public benchmark anchor and technology; overlapping patch proposals are reconciled by the maximum installed physical capacity and charged once,100.0,111040.00000000001,0.0,1.0,100.0,piecewise-linear MILP,True,True,1.0,['ieee123_opendss__patch_12__86-87-88'],['ieee123_opendss__ieee123_opendss__patch_12__86-87-88.json'],ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,beb07e64aa4d43a9388fc75d19912bc13e1a30e0effa8bd593c0a3e5bba59302,system-8718c1b68e8abcf805f3,dispatchable_generation,1110.4,
