applied_scale,benchmark,component,normalized_max_abs_coefficient,payload_name,raw_max_abs_coefficient,raw_term_count,target_weight
3445.5516709803314,pglib_case5_pjm,islanded_reserve_margin,3500.0,pglib_case5_pjm__renewable_shortfall_BUS1_MG-BUS2_MG.json,1.0158024996340214,12,3500.0
10000.0,pglib_case5_pjm,battery_reserve_holdback_high_stress,2000.0,pglib_case5_pjm__renewable_shortfall_BUS1_MG-BUS2_MG.json,0.2,24,2000.0
961714.2857142857,pglib_case5_pjm,max_customers_unserved_surrogate,5000.0,pglib_case5_pjm__renewable_shortfall_BUS3_MG-BUS4_MG.json,0.005199049316696376,24,5000.0
16326.5306122449,pglib_case5_pjm,critical_infra_outage_hours_proxy,8000.0,pglib_case5_pjm__renewable_shortfall_BUS3_MG-BUS4_MG.json,0.48999999999999994,36,8000.0
7033.79201024707,pglib_case5_pjm,islanded_reserve_margin,3500.0,pglib_case5_pjm__renewable_shortfall_BUS3_MG-BUS4_MG.json,0.49759788104355085,12,3500.0
10000.0,pglib_case5_pjm,battery_reserve_holdback_high_stress,2000.0,pglib_case5_pjm__renewable_shortfall_BUS3_MG-BUS4_MG.json,0.2,24,2000.0
29007.999999999996,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__demand_surge_BUS14_MG-BUS1_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.17236624379481524,24,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__demand_surge_BUS14_MG-BUS1_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.48999999999999994,36,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__demand_surge_BUS14_MG-BUS1_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.027999999999999997,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__demand_surge_BUS14_MG-BUS1_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,24,2000.0
52448.000000000015,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__demand_surge_BUS14_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.0953325198291641,12,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__demand_surge_BUS14_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.48999999999999994,18,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__demand_surge_BUS14_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.027999999999999997,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__demand_surge_BUS14_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,12,2000.0
29007.999999999996,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.17236624379481524,24,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.48999999999999994,36,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.027999999999999997,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,24,2000.0
29007.999999999996,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__demand_surge_BUS1_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.17236624379481524,12,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__demand_surge_BUS1_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.48999999999999994,18,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__demand_surge_BUS1_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.027999999999999997,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__demand_surge_BUS1_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,12,2000.0
76384.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.06545873481357352,12,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.48999999999999994,18,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,0.027999999999999997,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,12,2000.0
168256.00000000003,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__demand_surge_BUS3_MG-BUS4_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.029716622289844043,24,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__demand_surge_BUS3_MG-BUS4_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.48999999999999994,36,8000.0
3223.1451042402,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__demand_surge_BUS3_MG-BUS4_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0858958833083823,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__demand_surge_BUS3_MG-BUS4_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,24,2000.0
331584.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__demand_surge_BUS3_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.015079135302065238,12,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__demand_surge_BUS3_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.48999999999999994,18,8000.0
3223.1451042402,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__demand_surge_BUS3_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0858958833083823,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__demand_surge_BUS3_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,12,2000.0
103840.00000000001,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__demand_surge_BUS4_MG-BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.048151001540832045,24,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__demand_surge_BUS4_MG-BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.48999999999999994,36,8000.0
14588.301221463727,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__demand_surge_BUS4_MG-BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.23991827059688484,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__demand_surge_BUS4_MG-BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,24,2000.0
168256.00000000003,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__demand_surge_BUS4_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.029716622289844043,12,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__demand_surge_BUS4_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.48999999999999994,18,8000.0
14588.301221463727,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__demand_surge_BUS4_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.23991827059688484,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__demand_surge_BUS4_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,12,2000.0
103840.00000000001,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.048151001540832045,12,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.48999999999999994,18,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,0.027999999999999997,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__demand_surge_BUS9_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,12,2000.0
18855.2,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.26517883660740804,24,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,36,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.04,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__local_generator_failure_BUS14_MG-BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,24,2000.0
34091.2,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.14666541512179096,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,18,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.04,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__local_generator_failure_BUS14_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,12,2000.0
18855.2,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.26517883660740804,24,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,36,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.04,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,24,2000.0
18855.2,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__local_generator_failure_BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.26517883660740804,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__local_generator_failure_BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,18,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__local_generator_failure_BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.04,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__local_generator_failure_BUS1_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,12,2000.0
49649.600000000006,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.10070574586703618,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,18,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.04,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,12,2000.0
109366.4,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__local_generator_failure_BUS3_MG-BUS4_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.04571788044591392,24,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__local_generator_failure_BUS3_MG-BUS4_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7,36,8000.0
2432.0692978365632,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__local_generator_failure_BUS3_MG-BUS4_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.4391037307668042,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__local_generator_failure_BUS3_MG-BUS4_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,24,2000.0
215529.6,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__local_generator_failure_BUS3_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.02319866969548498,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__local_generator_failure_BUS3_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7,18,8000.0
2432.0692978365632,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__local_generator_failure_BUS3_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.4391037307668042,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__local_generator_failure_BUS3_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,12,2000.0
67496.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__local_generator_failure_BUS4_MG-BUS9_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.07407846390897238,24,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__local_generator_failure_BUS4_MG-BUS9_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7,36,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__local_generator_failure_BUS4_MG-BUS9_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.04,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__local_generator_failure_BUS4_MG-BUS9_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,24,2000.0
109366.4,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__local_generator_failure_BUS4_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.04571788044591392,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__local_generator_failure_BUS4_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7,18,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__local_generator_failure_BUS4_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.04,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__local_generator_failure_BUS4_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,12,2000.0
67496.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__local_generator_failure_BUS9_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.07407846390897238,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__local_generator_failure_BUS9_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7,18,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__local_generator_failure_BUS9_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.04,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__local_generator_failure_BUS9_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,12,2000.0
36260.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__normal_BUS14_MG-BUS1_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.13789299503585217,24,5000.0
22046.079999999998,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__normal_BUS14_MG-BUS1_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.3628763027259268,36,8000.0
175000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__normal_BUS14_MG-BUS1_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.02,12,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__normal_BUS14_MG-BUS1_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.2,24,2000.0
65560.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__normal_BUS14_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.0762660158633313,12,5000.0
22857.14285714286,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__normal_BUS14_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.35,18,8000.0
175000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__normal_BUS14_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.02,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__normal_BUS14_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.2,12,2000.0
36260.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__normal_BUS1_MG-BUS2_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.13789299503585217,24,5000.0
22046.079999999998,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__normal_BUS1_MG-BUS2_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.3628763027259268,36,8000.0
175000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__normal_BUS1_MG-BUS2_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.02,12,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__normal_BUS1_MG-BUS2_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.2,24,2000.0
36260.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__normal_BUS1_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.13789299503585217,12,5000.0
22046.079999999998,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__normal_BUS1_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.3628763027259268,18,8000.0
175000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__normal_BUS1_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.02,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__normal_BUS1_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.2,12,2000.0
95480.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__normal_BUS2_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.05236698785085882,12,5000.0
22857.14285714286,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__normal_BUS2_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.35,18,8000.0
