actual_budget_valid,admission_status,budget,budget_id,coverage_repair_count,coverage_valid,critical_service_proxy,encoded_budget,encoded_budget_valid,encoded_upgrade_cost,estimated_recourse_score,global_sample_index,job_id,job_status,maximum_raw_one_hot_residual,minimum_pair_margin,native_qci_energy,one_hot_valid,payload_path,physical_asset_deduplication_valid,portfolio_signature,projection_rule,projection_solver,projection_solver_status,qci_effective_sum_constraint,qci_job_runtime_seconds,raw_coverage_valid,raw_one_hot_valid,raw_pairwise_actual_cost,raw_pairwise_budget_valid,raw_pairwise_encoded_cost,raw_pairwise_selected_asset_count,raw_sample_sum,rejection_reason,repeat_start,request_path,reserve_preparedness,response_path,retained,retained_rank,sample_index,selected_asset_count,selected_asset_keys,source,total_upgrade_cost,upgrade_utilization
True,projected_feasible,2114027.8922130284,low_cost_catalog_step,11,True,1.0,2114027,True,2106330,8.734018683532012,10,6a5aad3008442f441bbb20a8,COMPLETED,221.8466492,44.5692781,-2.5337782,True,results/phase3/sc_cmpo/budget_master_v2/qci_master_payloads/low_cost_catalog_step.json,True,0045a4755d1c5df1bb84,pairwise_preference_then_hard_feasible_binary_milp_projection,scipy.optimize.milp (HiGHS),0,10000,751.0,False,False,0.0,True,0,0,9999.999577,,0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/request.json,0.0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/response.json,False,,10,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",QCi,2106329.479029638,0.9963584145640901
True,projected_feasible,2114027.8922130284,low_cost_catalog_step,11,True,1.0,2114027,True,2111756,8.740913644392013,11,6a5aad3008442f441bbb20a8,COMPLETED,273.4013367,28.884365600000002,-2.5185509,True,results/phase3/sc_cmpo/budget_master_v2/qci_master_payloads/low_cost_catalog_step.json,True,d4725636623692cf7f84,pairwise_preference_then_hard_feasible_binary_milp_projection,scipy.optimize.milp (HiGHS),0,10000,751.0,False,False,0.0,True,0,0,9999.9998264,,0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/request.json,1.0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/response.json,True,2,11,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",QCi,2111754.9844260574,0.9989248449392067
True,projected_feasible,2114027.8922130284,low_cost_catalog_step,11,True,1.0,2114027,True,2114016,8.732052696227274,12,6a5aad3008442f441bbb20a8,COMPLETED,190.2432941,44.1330566,-2.5053506,True,results/phase3/sc_cmpo/budget_master_v2/qci_master_payloads/low_cost_catalog_step.json,True,bd4d80db2c0ed9259b4f,pairwise_preference_then_hard_feasible_binary_milp_projection,scipy.optimize.milp (HiGHS),0,10000,751.0,False,False,0.0,True,0,0,10000.000166,,0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/request.json,1.0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/response.json,False,,12,11,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",QCi,2114015.4251361527,0.999994102690451
True,projected_feasible,2114027.8922130284,low_cost_catalog_step,11,True,1.0,2114027,True,2108892,8.733367639565769,13,6a5aad3008442f441bbb20a8,COMPLETED,183.142868,28.3296108,-2.2844436,True,results/phase3/sc_cmpo/budget_master_v2/qci_master_payloads/low_cost_catalog_step.json,True,c139530c94db04803a91,pairwise_preference_then_hard_feasible_binary_milp_projection,scipy.optimize.milp (HiGHS),0,10000,751.0,False,False,0.0,True,0,0,9999.9992907,,0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/request.json,1.0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/response.json,False,,13,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::pv""]",QCi,2108891.461065143,0.9975703106062104
True,projected_feasible,2114027.8922130284,low_cost_catalog_step,11,True,1.0,2114027,True,2114016,8.732052696227274,14,6a5aad3008442f441bbb20a8,COMPLETED,194.8158875,60.2509918,-2.1895993,True,results/phase3/sc_cmpo/budget_master_v2/qci_master_payloads/low_cost_catalog_step.json,True,136378bc1661ae90af90,pairwise_preference_then_hard_feasible_binary_milp_projection,scipy.optimize.milp (HiGHS),0,10000,751.0,False,False,0.0,True,0,0,10000.0001828,,0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/request.json,1.0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/response.json,False,,14,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::pv""]",QCi,2114015.4251361527,0.999994102690451
True,projected_feasible,2114027.8922130284,low_cost_catalog_step,11,True,1.0,2114027,True,2112710,8.743307534889858,15,6a5aad3008442f441bbb20a8,COMPLETED,225.7873077,45.3551746,-1.7150378,True,results/phase3/sc_cmpo/budget_master_v2/qci_master_payloads/low_cost_catalog_step.json,True,b9d4c576a78dea0fe341,pairwise_preference_then_hard_feasible_binary_milp_projection,scipy.optimize.milp (HiGHS),0,10000,751.0,False,False,0.0,True,0,0,9999.9997662,,0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/request.json,0.5,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/response.json,False,,15,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",QCi,2112709.4922130285,0.9993763563835386
True,projected_feasible,2114027.8922130284,low_cost_catalog_step,11,True,1.0,2114027,True,2108892,8.733367639565769,16,6a5aad3008442f441bbb20a8,COMPLETED,197.93781030000002,42.6295815,-1.5388969,True,results/phase3/sc_cmpo/budget_master_v2/qci_master_payloads/low_cost_catalog_step.json,True,b6a8a10aa4eace899d33,pairwise_preference_then_hard_feasible_binary_milp_projection,scipy.optimize.milp (HiGHS),0,10000,751.0,False,False,0.0,True,0,0,9999.9999676,,0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/request.json,0.0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/response.json,False,,16,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",QCi,2108891.461065143,0.9975703106062104
True,projected_feasible,2114027.8922130284,low_cost_catalog_step,11,True,1.0,2114027,True,2103768,8.734665516317653,17,6a5aad3008442f441bbb20a8,COMPLETED,181.5084229,30.417959,-1.5387473,True,results/phase3/sc_cmpo/budget_master_v2/qci_master_payloads/low_cost_catalog_step.json,True,2054361186f04e760842,pairwise_preference_then_hard_feasible_binary_milp_projection,scipy.optimize.milp (HiGHS),0,10000,751.0,False,False,0.0,True,0,0,9999.999991,,0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/request.json,0.5,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/response.json,False,,17,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::pv""]",QCi,2103767.4969941336,0.99514651852197
True,projected_feasible,2114027.8922130284,low_cost_catalog_step,11,True,1.0,2114027,True,2114016,8.732052696227274,18,6a5aad3008442f441bbb20a8,COMPLETED,185.5957336,57.4139557,-1.4262507,True,results/phase3/sc_cmpo/budget_master_v2/qci_master_payloads/low_cost_catalog_step.json,True,136378bc1661ae90af90,pairwise_preference_then_hard_feasible_binary_milp_projection,scipy.optimize.milp (HiGHS),0,10000,751.0,False,False,0.0,True,0,0,10000.0002226,,0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/request.json,1.0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/response.json,False,,18,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::pv""]",QCi,2114015.4251361527,0.999994102690451
True,projected_feasible,2114027.8922130284,low_cost_catalog_step,11,True,1.0,2114027,True,2114016,8.732052696227274,19,6a5aad3008442f441bbb20a8,COMPLETED,176.0625305,29.5104198,-1.4238889,True,results/phase3/sc_cmpo/budget_master_v2/qci_master_payloads/low_cost_catalog_step.json,True,bd4d80db2c0ed9259b4f,pairwise_preference_then_hard_feasible_binary_milp_projection,scipy.optimize.milp (HiGHS),0,10000,751.0,False,False,0.0,True,0,0,10000.000648,,0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/request.json,0.5,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/response.json,False,,19,11,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",QCi,2114015.4251361527,0.999994102690451
True,projected_feasible,2114027.8922130284,low_cost_catalog_step,11,True,1.0,2114027,True,2083272,8.739694860262102,20,6a5aad3008442f441bbb20a8,COMPLETED,188.6843262,43.7719386,-1.389843,True,results/phase3/sc_cmpo/budget_master_v2/qci_master_payloads/low_cost_catalog_step.json,True,6ebc485468816ce1fbe8,pairwise_preference_then_hard_feasible_binary_milp_projection,scipy.optimize.milp (HiGHS),0,10000,751.0,False,False,0.0,True,0,0,9999.9997684,,0,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/request.json,0.5,results/phase3/sc_cmpo/budget_master_v2/qci/low_cost_catalog_step/repeat_000/response.json,False,,20,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",QCi,2083271.6407100954,0.985451350185008
