portfolio_signature,selected_asset_keys,upgrade_cost,budget,generation_method,candidate_provenance_sources,critical_ens,total_ens,maximum_customers_unserved,critical_infrastructure_outage_hours,critical_load_served,heldout_critical_ens,heldout_total_ens,feasibility,training_scenario_count,heldout_contingency_count,patch_count,consensus_algorithm,projection,recourse_evaluator,irc_config_sha256,patch_payload_bundle_sha256,system_trace_id,consensus_trace_id,full_trace_json_written,recourse_evaluated
06fa6a03bb5b86709108,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::bess"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess""]",2702506.6478817523,3097978.598769372,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",604.375,1084.375,0.35816618911174786,76.0,0.6733108108108108,770.0,1408.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-f945330e1429994e8a0e,unavailable,False,True
072ec6f17962810fcd0e,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2093519.5688521145,2114027.8922130284,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",165.0,645.0,0.24498567335243554,30.0,0.9108108108108108,135.0,773.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-0a2c621ffdf77b5d02b3,unavailable,False,True
079774326c3b3311a984,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::pv"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::87::bess""]",2719335.24368061,3097978.598769372,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",582.5,1055.0,0.39255014326647564,81.0,0.6851351351351351,700.0,1338.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-a13556d3719a4194d1a3,unavailable,False,True
07c46ab2e9b81a71f52e,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::87::bess"", ""ieee123_opendss::87::dispatchable_generation""]",3077514.2922130288,3097978.598769372,qubo,"[""qubo""]",388.125,868.125,0.2922636103151863,49.0,0.7902027027027027,540.0,1178.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-18a79e2f6faaef5943f4,unavailable,False,True
080a2899fa93993547df,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::bess"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::pv"", ""ieee123_opendss::87::pv""]",2623763.1131480383,5149457.112497372,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",537.5,972.5,0.33810888252148996,58.0,0.7094594594594594,670.0,1308.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-0ad4472fe07dbbacdc23,unavailable,False,True
08d30b4f36e19ef5b50c,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess""]",2113664.0,2114027.8922130284,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",215.0,695.0,0.1991404011461318,40.0,0.8837837837837837,215.0,853.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-6039c592d0d0784f3961,unavailable,False,True
092a72ff888f942edc72,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::pv"", ""ieee123_opendss::87::dispatchable_generation""]",2372700.7850060193,3097978.598769372,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",354.375,786.875,0.34097421203438394,64.0,0.808445945945946,375.0,1013.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-9d96611fc1923f7c24e1,unavailable,False,True
0b451a14ec14223cc41e,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2381969.2634556955,5602175.318543635,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",350.0,830.0,0.2722063037249284,72.0,0.8108108108108109,435.0,1073.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-49683879eeb01497c73c,unavailable,False,True
0b6a30eaa66b0b4e2de0,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2093519.5688521145,2114027.8922130284,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",165.0,645.0,0.24498567335243554,30.0,0.9108108108108108,135.0,773.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-bed397af76c30dde37c5,unavailable,False,True
0c3de4cc344a229f71bc,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::48::bess"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::87::bess""]",3024777.3353136764,3097978.598769372,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",820.0,1297.5,0.4799426934097421,91.0,0.5567567567567567,1195.0,1833.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-8a89a305eb1a84363365,unavailable,False,True
0d3b6582119261f90baf,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::bess"", ""ieee123_opendss::65::bess"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::pv""]",2778537.4299172573,3097978.598769372,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",632.8125,1060.3125,0.3681948424068768,65.0,0.6579391891891891,805.0,1443.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-3d98e9c22687c978c93c,unavailable,False,True
0d4810c0b9e9bf84f53b,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::87::bess""]",2520178.5532781715,5149457.112497372,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",458.125,938.125,0.3037249283667622,63.0,0.7523648648648649,580.0,1218.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-03b2b42398696f87bdc1,unavailable,False,True
0e0037fb533fac69ebe6,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::bess"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess""]",2727122.0766390855,4532906.712497371,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",671.875,1149.375,0.3982808022922636,90.0,0.6368243243243243,910.0,1548.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-d75695793af9ad7c62d9,unavailable,False,True
0ec3e689f9ef335ea701,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::pv"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::pv"", ""ieee123_opendss::87::bess""]",2521019.1436452577,5602175.318543635,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",375.0,802.5,0.6275071633237822,57.0,0.7972972972972973,215.0,853.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-24a59db0521a76db7283,unavailable,False,True
0f443ddde32dcebf3f2c,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::48::bess"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::87::pv""]",2947616.3329231236,5602175.318543635,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",871.25,1301.25,0.4684813753581662,99.0,0.529054054054054,1155.0,1793.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-b2a077410f6106d49643,unavailable,False,True
0f9013f4b7aa73207680,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2242366.184426057,5602175.318543635,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",287.5,767.5,0.23925501432664756,57.0,0.8445945945945946,355.0,993.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-0992f0d16f38b6a4d71d,unavailable,False,True
102708b0c3a0fb398411,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2423915.483810743,3097978.598769372,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",375.0,855.0,0.3008595988538682,75.0,0.7972972972972973,455.0,1093.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-0bc0339235e55815504c,unavailable,False,True
11253d2e867d49f489c5,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess""]",2375237.825136153,4532906.712497371,historical_qci_projected_examples,"[""historical_qci_projected_examples""]",392.5,870.0,0.29083094555873923,78.0,0.7878378378378378,435.0,1073.0,True,8,10,12,overlap_consensus_admm,full_public_system_active_power,ieee123_global_master_shared_recourse_v2,67c71d9308eac0d2b1ff704029509bf50af21c879d12049265f34549eadab2df,cc3c8655f46a802a04bca1c9bf3df9a317fb981796e59bb292fa4b5be9888fcb,system-f892ae47e9dfb98a39e0,unavailable,False,True
